id,warehouse_block,mode_of_shipment,cost_of_product,prior_purchases,product_importance,gender,discount_offered,weight_gms,customer_care_calls,customer_rating,reached_on_time,weight_bucket,high_value,discount_tier,warehouse_enc,shipment_enc,importance_enc,gender_enc
5076,F,Flight,197,5,medium,F,6,5919,3,1,0,Heavy,0,Low,4,0,1,0
5077,D,Flight,217,3,low,M,9,4306,3,5,0,Heavy,0,Low,3,0,0,1
5078,F,Flight,200,4,medium,F,4,4918,3,2,0,Heavy,0,Low,4,0,1,0
5079,A,Flight,181,3,medium,M,10,4541,4,3,1,Heavy,0,Low,0,0,1,1
5080,B,Flight,212,3,low,M,2,4353,4,1,1,Heavy,0,Low,1,0,0,1
5081,C,Flight,217,2,low,F,4,5588,5,3,0,Heavy,0,Low,2,0,0,0
5082,F,Flight,240,4,medium,F,2,5215,5,4,0,Heavy,0,Low,4,0,1,0
5083,D,Flight,161,3,low,M,9,4865,3,1,1,Heavy,0,Low,3,0,0,1
5084,F,Flight,157,3,medium,F,6,5611,3,4,0,Heavy,0,Low,4,0,1,0
5085,A,Flight,133,3,medium,M,4,5180,4,5,1,Heavy,0,Low,0,0,1,1
5086,B,Flight,138,3,low,F,2,5593,4,3,0,Heavy,0,Low,1,0,0,0
5087,C,Ship,158,3,high,M,1,5089,4,3,1,Heavy,0,Low,2,2,2,1
5088,F,Ship,243,3,high,M,2,5734,5,2,1,Heavy,0,Low,4,2,2,1
5089,D,Ship,189,3,medium,M,2,4718,3,2,0,Heavy,0,Low,3,2,1,1
5090,F,Ship,272,2,medium,M,4,4632,2,4,0,Heavy,1,Low,4,2,1,1
5091,A,Ship,168,3,low,M,6,5488,4,4,1,Heavy,0,Low,0,2,0,1
5092,B,Ship,157,3,medium,F,10,5041,4,4,1,Heavy,0,Low,1,2,1,0
5093,C,Ship,217,2,medium,F,6,5182,3,5,0,Heavy,0,Low,2,2,1,0
5094,F,Ship,237,4,low,F,8,5432,5,3,0,Heavy,0,Low,4,2,0,0
5095,D,Ship,133,2,low,M,9,4145,4,3,0,Heavy,0,Low,3,2,0,1
5096,F,Ship,243,2,medium,M,1,5840,3,4,1,Heavy,0,Low,4,2,1,1
5097,A,Ship,273,4,medium,M,2,4186,5,3,1,Heavy,1,Low,0,2,1,1
5098,B,Ship,202,5,low,F,6,5230,5,4,1,Heavy,0,Low,1,2,0,0
5099,C,Ship,240,2,low,F,7,4409,5,5,1,Heavy,0,Low,2,2,0,0
5100,F,Ship,275,3,low,M,6,5148,3,5,0,Heavy,1,Low,4,2,0,1
5101,D,Ship,274,3,medium,M,5,4710,3,5,1,Heavy,1,Low,3,2,1,1
5102,F,Ship,272,3,low,F,4,5654,4,3,0,Heavy,1,Low,4,2,0,0
5103,A,Ship,126,5,medium,M,2,5461,2,4,0,Heavy,0,Low,0,2,1,1
5104,B,Ship,215,2,medium,F,10,5194,5,3,1,Heavy,0,Low,1,2,1,0
5105,C,Ship,175,5,low,F,8,4269,2,5,0,Heavy,0,Low,2,2,0,0
5106,F,Ship,149,6,medium,M,5,5456,4,3,1,Heavy,0,Low,4,2,1,1
5107,D,Ship,145,3,medium,F,1,4346,6,1,1,Heavy,0,Low,3,2,1,0
5108,F,Ship,257,4,medium,F,3,5656,6,1,1,Heavy,1,Low,4,2,1,0
5109,A,Ship,136,3,medium,M,10,4299,4,3,1,Heavy,0,Low,0,2,1,1
5110,B,Ship,163,6,low,M,6,4349,5,3,0,Heavy,0,Low,1,2,0,1
5111,C,Ship,256,3,low,M,7,5013,3,4,1,Heavy,1,Low,2,2,0,1
5112,F,Ship,141,3,low,F,7,4954,3,3,1,Heavy,0,Low,4,2,0,0
5113,D,Ship,196,2,medium,F,4,4203,4,3,1,Heavy,0,Low,3,2,1,0
5114,F,Ship,154,2,low,F,5,5528,5,4,0,Heavy,0,Low,4,2,0,0
5115,A,Ship,197,3,medium,F,2,4678,5,3,1,Heavy,0,Low,0,2,1,0
5116,B,Ship,207,3,medium,F,1,4369,3,2,0,Heavy,0,Low,1,2,1,0
5117,C,Ship,258,4,low,M,5,5664,4,1,0,Heavy,1,Low,2,2,0,1
5118,F,Ship,270,3,high,F,7,4690,3,3,1,Heavy,1,Low,4,2,2,0
5119,D,Ship,139,4,low,F,9,5070,5,2,1,Heavy,0,Low,3,2,0,0
5120,F,Ship,197,3,low,M,4,5423,3,5,0,Heavy,0,Low,4,2,0,1
5121,A,Ship,176,3,low,M,9,5656,5,2,0,Heavy,0,Low,0,2,0,1
5122,B,Ship,206,3,medium,M,5,5676,3,1,1,Heavy,0,Low,1,2,1,1
5123,C,Ship,176,4,medium,M,6,5061,4,5,0,Heavy,0,Low,2,2,1,1
5124,F,Ship,208,3,medium,F,6,4226,2,4,1,Heavy,0,Low,4,2,1,0
5125,D,Ship,154,2,medium,F,1,5746,3,3,1,Heavy,0,Low,3,2,1,0
5126,F,Ship,206,5,low,F,7,5203,2,2,0,Heavy,0,Low,4,2,0,0
5127,A,Ship,253,2,low,M,8,5476,3,5,1,Heavy,1,Low,0,2,0,1
5128,B,Ship,270,3,medium,F,2,5272,4,5,0,Heavy,1,Low,1,2,1,0
5129,C,Ship,271,4,high,M,3,4006,3,3,1,Heavy,1,Low,2,2,2,1
5130,F,Ship,108,3,low,M,4,5924,2,1,1,Heavy,0,Low,4,2,0,1
5131,D,Ship,172,2,medium,M,7,4559,4,5,0,Heavy,0,Low,3,2,1,1
5132,F,Ship,265,3,high,M,5,4951,5,1,1,Heavy,1,Low,4,2,2,1
5133,A,Ship,208,5,medium,F,7,5401,4,4,0,Heavy,0,Low,0,2,1,0
5134,B,Ship,261,3,high,M,3,4885,4,5,1,Heavy,1,Low,1,2,2,1
5135,C,Ship,197,2,medium,F,1,5211,4,4,0,Heavy,0,Low,2,2,1,0
5136,F,Ship,240,2,medium,F,4,5101,4,4,0,Heavy,0,Low,4,2,1,0
5137,D,Ship,273,4,low,M,1,4857,4,1,0,Heavy,1,Low,3,2,0,1
5138,F,Ship,180,2,medium,M,1,5940,3,5,1,Heavy,0,Low,4,2,1,1
5139,A,Ship,136,2,medium,F,7,4305,4,2,1,Heavy,0,Low,0,2,1,0
5140,B,Ship,222,6,medium,F,10,4579,3,4,1,Heavy,0,Low,1,2,1,0
5141,C,Ship,231,4,medium,M,9,5528,4,5,0,Heavy,0,Low,2,2,1,1
5142,F,Ship,240,5,low,M,8,4558,4,5,0,Heavy,0,Low,4,2,0,1
5143,D,Ship,152,3,low,M,10,5974,4,1,0,Heavy,0,Low,3,2,0,1
5144,F,Ship,206,2,medium,F,2,5627,5,2,1,Heavy,0,Low,4,2,1,0
5145,A,Ship,274,4,medium,F,10,4798,2,3,1,Heavy,1,Low,0,2,1,0
5146,B,Ship,97,6,high,M,7,5509,5,4,1,Heavy,0,Low,1,2,2,1
5147,C,Ship,243,4,medium,F,10,4076,3,4,0,Heavy,0,Low,2,2,1,0
5148,F,Ship,106,6,medium,F,7,4621,3,4,0,Heavy,0,Low,4,2,1,0
5149,D,Ship,241,3,low,F,2,5587,5,3,1,Heavy,0,Low,3,2,0,0
5150,F,Ship,217,4,medium,F,1,5761,3,1,1,Heavy,0,Low,4,2,1,0
5151,A,Ship,241,4,medium,M,5,5080,4,1,0,Heavy,0,Low,0,2,1,1
5152,B,Ship,213,3,low,M,6,5447,4,3,0,Heavy,0,Low,1,2,0,1
5153,C,Ship,134,3,medium,M,10,4200,3,1,0,Heavy,0,Low,2,2,1,1
5154,F,Ship,162,2,medium,F,8,4972,3,4,0,Heavy,0,Low,4,2,1,0
5155,D,Ship,193,4,low,M,7,5552,2,4,1,Heavy,0,Low,3,2,0,1
5156,F,Ship,138,2,medium,M,9,5297,4,3,1,Heavy,0,Low,4,2,1,1
5157,A,Ship,181,5,medium,M,2,5324,5,4,0,Heavy,0,Low,0,2,1,1
5158,B,Ship,274,2,low,M,10,4361,4,2,0,Heavy,1,Low,1,2,0,1
5159,C,Ship,254,2,high,F,3,4930,4,3,0,Heavy,1,Low,2,2,2,0
5160,F,Ship,196,5,low,M,10,5111,5,2,0,Heavy,0,Low,4,2,0,1
5161,D,Ship,157,4,low,F,6,4964,4,2,0,Heavy,0,Low,3,2,0,0
5162,F,Ship,130,3,medium,F,3,4317,4,3,0,Heavy,0,Low,4,2,1,0
5163,A,Ship,273,2,medium,F,7,5491,3,3,0,Heavy,1,Low,0,2,1,0
5164,B,Ship,154,3,medium,F,9,5489,4,5,1,Heavy,0,Low,1,2,1,0
5165,C,Ship,166,3,medium,F,8,4758,4,2,0,Heavy,0,Low,2,2,1,0
5166,F,Ship,171,3,low,M,8,4227,5,5,0,Heavy,0,Low,4,2,0,1
5167,D,Ship,177,2,low,M,2,5618,5,4,1,Heavy,0,Low,3,2,0,1
5168,F,Ship,195,3,low,M,3,5785,2,5,0,Heavy,0,Low,4,2,0,1
5169,A,Ship,269,2,low,F,9,5517,5,4,0,Heavy,1,Low,0,2,0,0
5170,B,Ship,196,3,low,M,4,4634,4,1,1,Heavy,0,Low,1,2,0,1
5171,C,Ship,244,3,high,M,7,5140,3,1,1,Heavy,0,Low,2,2,2,1
5172,F,Ship,137,3,medium,M,1,5490,3,3,1,Heavy,0,Low,4,2,1,1
5173,D,Ship,201,3,high,M,6,5165,3,2,1,Heavy,0,Low,3,2,2,1
5174,F,Ship,211,3,medium,M,7,5185,3,3,0,Heavy,0,Low,4,2,1,1
5175,A,Ship,266,3,medium,F,4,4195,5,3,0,Heavy,1,Low,0,2,1,0
5176,B,Ship,222,2,low,F,2,5953,5,3,1,Heavy,0,Low,1,2,0,0
5177,C,Ship,241,4,high,M,6,4412,5,4,1,Heavy,0,Low,2,2,2,1
5178,F,Ship,226,4,medium,F,8,5225,3,2,0,Heavy,0,Low,4,2,1,0
5179,D,Ship,254,3,medium,M,3,4072,3,5,0,Heavy,1,Low,3,2,1,1
5180,F,Road,222,3,medium,F,8,4950,4,5,0,Heavy,0,Low,4,1,1,0
5181,A,Road,148,3,medium,F,5,4892,4,4,0,Heavy,0,Low,0,1,1,0
5182,B,Road,194,3,medium,M,3,5916,4,3,1,Heavy,0,Low,1,1,1,1
5183,C,Road,177,2,high,F,7,5599,4,1,1,Heavy,0,Low,2,1,2,0
5184,F,Road,150,3,low,F,6,5854,2,2,1,Heavy,0,Low,4,1,0,0
5185,D,Road,111,2,low,F,4,4245,3,2,1,Heavy,0,Low,3,1,0,0
5186,F,Road,172,3,low,F,3,5064,5,4,1,Heavy,0,Low,4,1,0,0
5187,A,Road,234,3,low,M,3,5438,4,5,0,Heavy,0,Low,0,1,0,1
5188,B,Road,257,4,medium,M,10,5180,5,5,1,Heavy,1,Low,1,1,1,1
5189,C,Road,221,3,high,M,3,5005,3,1,1,Heavy,0,Low,2,1,2,1
5190,F,Road,171,5,medium,F,8,4699,5,1,0,Heavy,0,Low,4,1,1,0
5191,D,Road,231,2,low,F,4,5825,4,4,0,Heavy,0,Low,3,1,0,0
5192,F,Road,187,4,medium,F,9,5326,5,5,0,Heavy,0,Low,4,1,1,0
5193,A,Road,233,3,low,M,8,5076,5,4,1,Heavy,0,Low,0,1,0,1
5194,B,Road,268,6,medium,F,3,4834,4,4,0,Heavy,1,Low,1,1,1,0
5195,C,Road,262,3,low,F,9,4941,4,2,0,Heavy,1,Low,2,1,0,0
5196,F,Road,284,10,low,M,8,4562,3,4,1,Heavy,1,Low,4,1,0,1
5197,D,Road,259,3,medium,F,5,4664,3,3,0,Heavy,1,Low,3,1,1,0
5198,F,Road,221,10,medium,M,10,5473,3,1,0,Heavy,0,Low,4,1,1,1
5199,A,Road,271,4,high,F,6,4547,5,5,1,Heavy,1,Low,0,1,2,0
5200,B,Road,249,3,high,F,2,4397,5,4,1,Heavy,0,Low,1,1,2,0
5201,C,Road,259,3,medium,F,5,4315,5,5,0,Heavy,1,Low,2,1,1,0
5202,F,Flight,176,3,low,M,5,5316,3,1,1,Heavy,0,Low,4,0,0,1
5203,D,Flight,139,3,low,M,6,4942,4,1,1,Heavy,0,Low,3,0,0,1
5204,F,Flight,243,3,medium,F,8,4959,3,4,0,Heavy,0,Low,4,0,1,0
5205,A,Flight,248,3,medium,M,5,5946,5,2,0,Heavy,0,Low,0,0,1,1
5206,B,Flight,247,3,low,F,4,5891,3,5,1,Heavy,0,Low,1,0,0,0
5207,C,Flight,230,10,high,M,10,5619,5,5,1,Heavy,0,Low,2,0,2,1
5208,F,Flight,134,3,high,M,8,5016,5,3,0,Heavy,0,Low,4,0,2,1
5209,D,Flight,184,3,low,F,8,4667,4,1,0,Heavy,0,Low,3,0,0,0
5210,F,Flight,263,3,medium,F,6,5445,4,5,0,Heavy,1,Low,4,0,1,0
5211,A,Flight,121,5,high,F,4,4814,5,4,0,Heavy,0,Low,0,0,2,0
5212,B,Flight,160,3,medium,M,3,5807,3,2,0,Heavy,0,Low,1,0,1,1
5213,C,Flight,229,4,medium,M,3,5340,4,2,0,Heavy,0,Low,2,0,1,1
5214,F,Flight,306,4,medium,M,4,1739,7,3,1,Light,1,Low,4,0,1,1
5215,D,Flight,291,4,low,M,8,1019,6,2,0,Light,1,Low,3,0,0,1
5216,F,Flight,292,4,low,F,10,1321,6,4,1,Light,1,Low,4,0,0,0
5217,A,Flight,293,5,low,M,2,1494,6,2,0,Light,1,Low,0,0,0,1
5218,B,Flight,275,4,low,M,9,1585,6,4,0,Light,1,Low,1,0,0,1
5219,C,Flight,274,4,low,M,2,1833,6,3,1,Light,1,Low,2,0,0,1
5220,F,Flight,310,4,low,F,5,1975,7,5,0,Light,1,Low,4,0,0,0
5221,D,Flight,292,4,low,F,10,1270,6,3,0,Light,1,Low,3,0,0,0
5222,F,Flight,256,5,low,M,10,1686,6,5,0,Light,1,Low,4,0,0,1
5223,A,Flight,234,3,low,M,5,5213,4,5,0,Heavy,0,Low,0,0,0,1
5224,B,Ship,257,4,medium,M,1,4924,5,1,0,Heavy,1,Low,1,2,1,1
5225,C,Ship,221,3,high,M,1,4948,3,1,0,Heavy,0,Low,2,2,2,1
5226,F,Ship,171,5,medium,F,2,5921,5,1,1,Heavy,0,Low,4,2,1,0
5227,D,Ship,231,2,low,F,1,5917,4,1,1,Heavy,0,Low,3,2,0,0
5228,F,Ship,187,4,medium,F,8,5164,5,1,0,Heavy,0,Low,4,2,1,0
5229,A,Ship,233,3,low,M,10,5289,5,1,0,Heavy,0,Low,0,2,0,1
5230,B,Ship,268,6,medium,M,2,4348,4,2,0,Heavy,1,Low,1,2,1,1
5231,C,Ship,262,3,low,M,9,4404,4,3,1,Heavy,1,Low,2,2,0,1
5232,F,Ship,284,10,low,M,5,5479,3,4,0,Heavy,1,Low,4,2,0,1
5233,D,Ship,259,3,medium,F,4,4259,3,3,0,Heavy,1,Low,3,2,1,0
5234,F,Ship,221,10,medium,F,7,5743,3,5,1,Heavy,0,Low,4,2,1,0
5235,A,Ship,271,4,high,M,10,4305,5,5,1,Heavy,1,Low,0,2,2,1
5236,B,Ship,249,3,high,F,8,5000,5,2,1,Heavy,0,Low,1,2,2,0
5237,C,Ship,259,3,medium,F,1,4608,5,5,0,Heavy,1,Low,2,2,1,0
5238,F,Ship,176,3,low,F,7,4276,3,1,0,Heavy,0,Low,4,2,0,0
5239,D,Ship,139,3,low,F,1,5502,4,1,1,Heavy,0,Low,3,2,0,0
5240,F,Ship,243,3,medium,F,2,5827,3,1,1,Heavy,0,Low,4,2,1,0
5241,A,Ship,248,3,medium,M,10,5567,5,3,1,Heavy,0,Low,0,2,1,1
5242,B,Ship,247,3,low,M,6,4873,3,4,0,Heavy,0,Low,1,2,0,1
5243,C,Ship,230,10,high,F,3,5391,5,5,0,Heavy,0,Low,2,2,2,0
5244,F,Ship,134,3,high,F,5,5783,5,5,1,Heavy,0,Low,4,2,2,0
5245,D,Ship,184,3,low,M,10,4931,4,2,0,Heavy,0,Low,3,2,0,1
5246,F,Ship,263,3,medium,M,10,4680,4,4,0,Heavy,1,Low,4,2,1,1
5247,A,Ship,121,5,high,F,4,5833,5,2,0,Heavy,0,Low,0,2,2,0
5248,B,Ship,160,3,medium,F,4,5132,3,1,0,Heavy,0,Low,1,2,1,0
5249,C,Ship,229,4,medium,F,2,5378,4,1,1,Heavy,0,Low,2,2,1,0
5250,F,Ship,306,4,medium,F,2,1281,7,5,0,Light,1,Low,4,2,1,0
5251,D,Ship,291,4,low,F,7,1046,6,2,0,Light,1,Low,3,2,0,0
5252,F,Ship,292,4,low,M,9,1056,6,4,1,Light,1,Low,4,2,0,1
5253,A,Ship,293,5,low,F,1,1278,6,5,0,Light,1,Low,0,2,0,0
5254,B,Ship,275,4,low,M,10,1266,6,4,1,Light,1,Low,1,2,0,1
5255,C,Ship,274,4,low,M,10,1174,6,3,0,Light,1,Low,2,2,0,1
5256,F,Ship,310,4,low,M,4,1806,7,2,0,Light,1,Low,4,2,0,1
5257,D,Ship,292,4,low,F,10,1969,6,5,1,Light,1,Low,3,2,0,0
5258,F,Ship,275,4,low,F,5,1228,6,1,0,Light,1,Low,4,2,0,0
5259,A,Ship,310,4,medium,M,8,1860,7,3,1,Light,1,Low,0,2,1,1
5260,B,Ship,281,4,low,M,8,1987,7,5,1,Light,1,Low,1,2,0,1
5261,C,Ship,256,4,low,M,5,1033,6,5,1,Light,1,Low,2,2,0,1
5262,F,Ship,304,4,low,F,2,1749,6,4,0,Light,1,Low,4,2,0,0
5263,D,Ship,285,4,medium,M,6,1582,6,4,0,Light,1,Low,3,2,1,1
5264,F,Ship,283,5,low,M,6,1882,7,4,1,Light,1,Low,4,2,0,1
5265,A,Ship,304,4,low,F,4,1236,6,1,1,Light,1,Low,0,2,0,0
5266,B,Ship,282,4,medium,M,3,1661,6,3,0,Light,1,Low,1,2,1,1
5267,C,Ship,304,5,medium,M,6,1178,6,2,1,Light,1,Low,2,2,1,1
5268,F,Ship,301,5,medium,M,3,1844,6,2,1,Light,1,Low,4,2,1,1
5269,D,Ship,296,4,low,F,6,1005,7,2,1,Light,1,Low,3,2,0,0
5270,F,Ship,264,4,low,M,1,1660,6,4,1,Light,1,Low,4,2,0,1
5271,A,Ship,306,4,low,F,6,1461,6,4,0,Light,1,Low,0,2,0,0
5272,B,Ship,243,4,medium,F,6,1362,7,4,1,Light,0,Low,1,2,1,0
5273,C,Ship,286,4,low,M,9,1418,6,2,0,Light,1,Low,2,2,0,1
5274,F,Ship,247,4,medium,M,1,1668,6,2,0,Light,0,Low,4,2,1,1
5275,D,Ship,292,5,low,M,5,1932,7,5,1,Light,1,Low,3,2,0,1
5276,F,Ship,281,2,medium,F,9,1715,6,2,1,Light,1,Low,4,2,1,0
5277,A,Ship,294,4,low,M,4,1302,6,5,0,Light,1,Low,0,2,0,1
5278,B,Ship,279,4,low,F,3,1499,5,1,0,Light,1,Low,1,2,0,0
5279,C,Ship,298,4,medium,M,9,1629,6,4,0,Light,1,Low,2,2,1,1
5280,F,Ship,248,4,low,F,6,1997,6,3,1,Light,0,Low,4,2,0,0
5281,D,Ship,261,4,low,F,3,1217,6,5,1,Light,1,Low,3,2,0,0
5282,F,Ship,136,2,low,M,3,1370,5,2,0,Light,0,Low,4,2,0,1
5283,A,Ship,259,5,medium,F,1,1271,6,3,0,Light,1,Low,0,2,1,0
5284,B,Ship,292,4,medium,F,7,1094,6,4,1,Light,1,Low,1,2,1,0
5285,C,Ship,305,4,medium,F,6,1873,7,4,0,Light,1,Low,2,2,1,0
5286,F,Ship,304,4,low,F,9,1392,6,2,0,Light,1,Low,4,2,0,0
5287,D,Ship,218,2,low,M,4,5142,3,5,0,Heavy,0,Low,3,2,0,1
5288,F,Ship,268,3,medium,M,6,4681,4,1,1,Heavy,1,Low,4,2,1,1
5289,A,Ship,110,5,low,M,3,4124,2,3,0,Heavy,0,Low,0,2,0,1
5290,B,Ship,248,3,low,F,1,5198,4,4,0,Heavy,0,Low,1,2,0,0
5291,C,Ship,194,2,medium,M,4,5780,4,3,1,Heavy,0,Low,2,2,1,1
5292,F,Ship,151,2,low,F,10,5643,5,4,1,Heavy,0,Low,4,2,0,0
5293,D,Ship,205,2,low,M,6,4853,3,2,0,Heavy,0,Low,3,2,0,1
5294,F,Ship,275,2,low,F,5,4163,2,1,1,Heavy,1,Low,4,2,0,0
5295,A,Ship,229,2,medium,M,10,5149,5,3,0,Heavy,0,Low,0,2,1,1
5296,B,Ship,169,3,low,F,4,5716,3,4,0,Heavy,0,Low,1,2,0,0
5297,C,Ship,137,5,low,F,8,4980,3,1,1,Heavy,0,Low,2,2,0,0
5298,F,Ship,263,3,medium,F,3,4181,3,2,0,Heavy,1,Low,4,2,1,0
5299,D,Ship,187,3,low,F,1,4181,5,4,0,Heavy,0,Low,3,2,0,0
5300,F,Ship,287,4,low,M,6,5889,4,3,0,Heavy,1,Low,4,2,0,1
5301,A,Ship,134,2,medium,F,5,5230,4,4,0,Heavy,0,Low,0,2,1,0
5302,B,Ship,244,3,medium,F,3,4015,5,4,0,Heavy,0,Low,1,2,1,0
5303,C,Ship,229,2,medium,F,8,5868,4,3,0,Heavy,0,Low,2,2,1,0
5304,F,Ship,203,5,medium,M,2,4845,5,1,0,Heavy,0,Low,4,2,1,1
5305,D,Ship,183,2,medium,F,8,4422,4,5,0,Heavy,0,Low,3,2,1,0
5306,F,Ship,146,2,medium,M,4,4348,4,2,1,Heavy,0,Low,4,2,1,1
5307,A,Ship,252,3,medium,M,1,5676,4,4,1,Heavy,1,Low,0,2,1,1
5308,B,Ship,133,3,medium,M,7,4314,3,5,0,Heavy,0,Low,1,2,1,1
5309,C,Ship,207,3,low,M,7,4816,3,3,1,Heavy,0,Low,2,2,0,1
5310,F,Ship,243,3,medium,M,8,5705,3,4,1,Heavy,0,Low,4,2,1,1
5311,D,Ship,219,4,low,M,7,5573,2,1,1,Heavy,0,Low,3,2,0,1
5312,F,Ship,182,2,low,F,3,5510,3,1,1,Heavy,0,Low,4,2,0,0
5313,A,Ship,257,3,medium,F,5,5084,5,5,0,Heavy,1,Low,0,2,1,0
5314,B,Ship,256,4,medium,M,4,5469,4,2,0,Heavy,1,Low,1,2,1,1
5315,C,Ship,181,4,high,F,1,4971,3,5,1,Heavy,0,Low,2,2,2,0
5316,F,Ship,219,3,medium,M,6,4893,3,1,1,Heavy,0,Low,4,2,1,1
5317,D,Road,227,2,low,M,3,4375,4,3,0,Heavy,0,Low,3,1,0,1
5318,F,Road,232,2,high,F,8,5146,3,5,0,Heavy,0,Low,4,1,2,0
5319,A,Road,143,4,medium,M,4,4401,6,4,0,Heavy,0,Low,0,1,1,1
5320,B,Road,274,3,high,F,7,5517,4,3,0,Heavy,1,Low,1,1,2,0
5321,C,Road,186,3,low,F,2,4430,4,4,0,Heavy,0,Low,2,1,0,0
5322,F,Road,273,3,low,M,3,5163,3,4,1,Heavy,1,Low,4,1,0,1
5323,D,Road,199,3,low,M,7,5258,3,3,1,Heavy,0,Low,3,1,0,1
5324,F,Road,238,3,medium,F,5,4724,4,4,1,Heavy,0,Low,4,1,1,0
5325,A,Road,175,3,medium,F,4,5784,4,3,0,Heavy,0,Low,0,1,1,0
5326,B,Road,252,6,medium,M,2,5476,4,2,0,Heavy,1,Low,1,1,1,1
5327,C,Road,250,3,low,M,5,5621,6,1,1,Heavy,0,Low,2,1,0,1
5328,F,Road,254,2,medium,F,10,5608,3,2,0,Heavy,1,Low,4,1,1,0
5329,D,Road,201,2,high,M,2,5115,2,4,0,Heavy,0,Low,3,1,2,1
5330,F,Road,234,3,high,F,9,5548,5,1,0,Heavy,0,Low,4,1,2,0
5331,A,Road,164,4,low,M,2,5008,4,2,0,Heavy,0,Low,0,1,0,1
5332,B,Road,197,3,low,M,2,4326,4,1,0,Heavy,0,Low,1,1,0,1
5333,C,Road,158,4,medium,M,7,4460,4,3,0,Heavy,0,Low,2,1,1,1
5334,F,Road,158,3,medium,M,4,5335,3,2,0,Heavy,0,Low,4,1,1,1
5335,D,Road,111,4,medium,F,8,4575,5,3,0,Heavy,0,Low,3,1,1,0
5336,F,Road,215,3,low,F,2,4731,5,3,1,Heavy,0,Low,4,1,0,0
5337,A,Road,233,3,medium,F,9,4293,6,3,1,Heavy,0,Low,0,1,1,0
5338,B,Road,204,3,medium,M,8,5614,4,4,0,Heavy,0,Low,1,1,1,1
5339,C,Flight,254,2,low,M,10,5718,2,5,1,Heavy,1,Low,2,0,0,1
5340,F,Flight,162,3,medium,F,1,5537,5,1,0,Heavy,0,Low,4,0,1,0
5341,D,Flight,249,5,low,M,9,4396,4,1,0,Heavy,0,Low,3,0,0,1
5342,F,Flight,151,3,low,F,7,5154,3,2,1,Heavy,0,Low,4,0,0,0
5343,A,Flight,243,2,medium,F,6,4573,4,2,0,Heavy,0,Low,0,0,1,0
5344,B,Flight,181,3,low,M,4,5078,4,2,0,Heavy,0,Low,1,0,0,1
5345,C,Flight,241,2,medium,F,4,5942,4,3,1,Heavy,0,Low,2,0,1,0
5346,F,Flight,175,3,low,M,2,5740,3,3,1,Heavy,0,Low,4,0,0,1
5347,D,Flight,191,2,medium,F,10,5073,3,1,0,Heavy,0,Low,3,0,1,0
5348,F,Flight,260,3,high,M,10,4919,4,5,0,Heavy,1,Low,4,0,2,1
5349,A,Flight,263,4,low,M,9,4390,4,1,0,Heavy,1,Low,0,0,0,1
5350,B,Flight,254,2,low,M,10,4230,4,1,1,Heavy,1,Low,1,0,0,1
5351,C,Flight,103,6,medium,F,2,4860,5,5,0,Heavy,0,Low,2,0,1,0
5352,F,Flight,254,5,medium,F,2,5655,5,2,1,Heavy,1,Low,4,0,1,0
5353,D,Flight,235,2,medium,M,9,5549,5,4,0,Heavy,0,Low,3,0,1,1
5354,F,Flight,167,3,medium,F,1,4621,4,3,1,Heavy,0,Low,4,0,1,0
5355,A,Flight,140,5,medium,F,3,4191,4,5,1,Heavy,0,Low,0,0,1,0
5356,B,Flight,231,3,medium,M,2,4940,4,1,0,Heavy,0,Low,1,0,1,1
5357,C,Flight,144,4,low,F,8,5760,2,4,1,Heavy,0,Low,2,0,0,0
5358,F,Flight,183,2,medium,F,2,4533,4,5,1,Heavy,0,Low,4,0,1,0
5359,D,Flight,149,3,low,F,3,5542,4,3,0,Heavy,0,Low,3,0,0,0
5360,F,Flight,145,2,medium,M,8,5645,4,4,1,Heavy,0,Low,4,0,1,1
5361,A,Ship,223,3,medium,F,4,5062,3,3,1,Heavy,0,Low,0,2,1,0
5362,B,Ship,251,2,low,F,10,4898,4,2,1,Heavy,1,Low,1,2,0,0
5363,C,Ship,240,3,medium,M,9,5170,4,2,1,Heavy,0,Low,2,2,1,1
5364,F,Ship,226,5,low,F,5,4833,4,5,0,Heavy,0,Low,4,2,0,0
5365,D,Ship,200,2,low,M,5,5072,4,1,1,Heavy,0,Low,3,2,0,1
5366,F,Ship,213,3,high,F,4,5996,3,4,0,Heavy,0,Low,4,2,2,0
5367,A,Ship,166,2,low,F,10,5258,3,4,0,Heavy,0,Low,0,2,0,0
5368,B,Ship,203,6,medium,F,7,5289,5,2,0,Heavy,0,Low,1,2,1,0
5369,C,Ship,175,2,medium,M,9,5643,3,4,1,Heavy,0,Low,2,2,1,1
5370,F,Ship,197,3,low,F,6,5826,4,2,0,Heavy,0,Low,4,2,0,0
5371,D,Ship,158,3,medium,M,5,5782,4,1,0,Heavy,0,Low,3,2,1,1
5372,F,Ship,257,2,low,M,7,5325,4,2,1,Heavy,1,Low,4,2,0,1
5373,A,Ship,183,2,medium,F,3,4042,3,1,0,Heavy,0,Low,0,2,1,0
5374,B,Ship,254,2,medium,M,8,4890,3,3,1,Heavy,1,Low,1,2,1,1
5375,C,Ship,219,2,medium,F,10,4390,3,1,1,Heavy,0,Low,2,2,1,0
5376,F,Ship,271,4,low,M,3,5831,3,5,1,Heavy,1,Low,4,2,0,1
